InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536016,PRD1021,WOODEN TOY TRAIN,1,2024-11-29 08:46:00,33.57,10004,Portugal
536016,PRD1015,LEATHER KEY FOB,8,2024-11-29 08:46:00,21.24,10004,Portugal
536017,PRD1020,ENAMEL MUG SET,9,2024-08-14 08:50:00,44.03,10004,Portugal
536018,PRD1011,GLASS CANDLE HOLDER,7,2024-09-27 10:29:00,47.85,10004,Portugal
536018,PRD1010,TIN STORAGE CANISTER,5,2024-09-27 10:29:00,29.16,10004,Portugal
536019,PRD1001,RED RETRO ALARM CLOCK,6,2024-09-28 09:15:00,6.85,10004,Portugal
536019,PRD1013,CERAMIC PLANT POT,4,2024-09-28 09:15:00,58.9,10004,Portugal
536019,PRD1008,KNITTED WOOL SCARF,4,2024-09-28 09:15:00,63.75,10004,Portugal
536019,PRD1007,SMALL GLASS JAR,2,2024-09-28 09:15:00,40.2,10004,Portugal
536019,PRD1017,HANGING DECORATION,1,2024-09-28 09:15:00,29.6,10004,Portugal
536020,PRD1007,SMALL GLASS JAR,6,2024-04-17 14:35:00,20.46,10005,United Kingdom
536020,PRD1011,GLASS CANDLE HOLDER,2,2024-04-17 14:35:00,24.35,10005,United Kingdom
536020,PRD1017,HANGING DECORATION,11,2024-04-17 14:35:00,15.06,10005,United Kingdom
536020,PRD1009,WOODEN PHOTO FRAME,1,2024-04-17 14:35:00,31.23,10005,United Kingdom
536021,PRD1010,TIN STORAGE CANISTER,7,2024-03-02 10:17:00,14.84,10005,United Kingdom
536021,PRD1021,WOODEN TOY TRAIN,9,2024-03-02 10:17:00,17.09,10005,United Kingdom
536021,PRD1006,METAL WALL CLOCK,6,2024-03-02 10:17:00,23.1,10005,United Kingdom
536021,PRD1012,COTTON TEA TOWEL,2,2024-03-02 10:17:00,27.75,10005,United Kingdom
536022,PRD1019,SILK SCARF,11,2024-11-17 11:34:00,44.72,10006,Belgium
536022,PRD1013,CERAMIC PLANT POT,6,2024-11-17 11:34:00,78.66,10006,Belgium
536022,PRD1010,TIN STORAGE CANISTER,11,2024-11-17 11:34:00,38.94,10006,Belgium
536023,PRD1013,CERAMIC PLANT POT,4,2024-10-20 13:37:00,78.66,10006,Belgium
536023,PRD1019,SILK SCARF,2,2024-10-20 13:37:00,44.72,10006,Belgium
536024,PRD1020,ENAMEL MUG SET,11,2024-11-19 13:32:00,58.8,10006,Belgium
536025,PRD1001,RED RETRO ALARM CLOCK,9,2024-11-02 12:02:00,9.14,10006,Belgium
536025,PRD1010,TIN STORAGE CANISTER,2,2024-11-02 12:02:00,38.94,10006,Belgium
536025,PRD1017,HANGING DECORATION,5,2024-11-02 12:02:00,39.52,10006,Belgium
536025,PRD1009,WOODEN PHOTO FRAME,3,2024-11-02 12:02:00,81.94,10006,Belgium
536026,PRD1023,EMBROIDERED CUSHION,2,2024-10-19 12:06:00,8.51,10006,Belgium
536027,PRD1009,WOODEN PHOTO FRAME,1,2024-11-09 09:12:00,81.94,10006,Belgium
536027,PRD1015,LEATHER KEY FOB,2,2024-11-09 09:12:00,28.36,10006,Belgium
536027,PRD1013,CERAMIC PLANT POT,4,2024-11-09 09:12:00,78.66,10006,Belgium
536028,PRD1014,RETRO TIN SIGN,5,2024-10-25 12:15:00,8.64,10006,Belgium
536028,PRD1021,WOODEN TOY TRAIN,1,2024-10-25 12:15:00,44.83,10006,Belgium
536028,PRD1000,WHITE CERAMIC MUG,2,2024-10-25 12:15:00,69.28,10006,Belgium
536028,PRD1023,EMBROIDERED CUSHION,3,2024-10-25 12:15:00,8.51,10006,Belgium
536029,PRD1009,WOODEN PHOTO FRAME,7,2024-10-12 17:21:00,81.94,10006,Belgium
536030,PRD1017,HANGING DECORATION,9,2024-11-29 14:51:00,39.52,10006,Belgium
536030,PRD1018,FELT CHRISTMAS STOCKING,5,2024-11-29 14:51:00,17.17,10006,Belgium
536031,PRD1010,TIN STORAGE CANISTER,4,2024-11-28 08:24:00,38.94,10006,Belgium
536031,PRD1001,RED RETRO ALARM CLOCK,2,2024-11-28 08:24:00,9.14,10006,Belgium
536031,PRD1007,SMALL GLASS JAR,8,2024-11-28 08:24:00,53.69,10006,Belgium
536032,PRD1011,GLASS CANDLE HOLDER,3,2024-10-12 09:47:00,63.9,10006,Belgium
536032,PRD1000,WHITE CERAMIC MUG,11,2024-10-12 09:47:00,69.28,10006,Belgium
536032,PRD1006,METAL WALL CLOCK,11,2024-10-12 09:47:00,60.6,10006,Belgium
536032,PRD1018,FELT CHRISTMAS STOCKING,5,2024-10-12 09:47:00,17.17,10006,Belgium
536033,PRD1011,GLASS CANDLE HOLDER,3,2024-10-19 08:01:00,63.9,10006,Belgium
536033,PRD1008,KNITTED WOOL SCARF,10,2024-10-19 08:01:00,85.13,10006,Belgium
536034,PRD1010,TIN STORAGE CANISTER,7,2024-11-01 08:39:00,38.94,10006,Belgium
536035,PRD1001,RED RETRO ALARM CLOCK,11,2024-11-01 16:20:00,9.14,10006,Belgium
536035,PRD1007,SMALL GLASS JAR,3,2024-11-01 16:20:00,53.69,10006,Belgium
536035,PRD1000,WHITE CERAMIC MUG,3,2024-11-01 16:20:00,69.28,10006,Belgium
536035,PRD1004,STRIPED COTTON TOTE,8,2024-11-01 16:20:00,69.09,10006,Belgium
536035,PRD1014,RETRO TIN SIGN,4,2024-11-01 16:20:00,8.64,10006,Belgium
536036,PRD1021,WOODEN TOY TRAIN,2,2024-11-25 10:55:00,44.83,10006,Belgium
536036,PRD1004,STRIPED COTTON TOTE,11,2024-11-25 10:55:00,69.09,10006,Belgium
536036,PRD1003,BLUE GLASS VASE,7,2024-11-25 10:55:00,31.33,10006,Belgium
536037,PRD1005,PAPER PARTY BUNTING,10,2024-12-01 11:24:00,37.49,10006,Belgium
536037,PRD1017,HANGING DECORATION,7,2024-12-01 11:24:00,39.52,10006,Belgium
536037,PRD1015,LEATHER KEY FOB,1,2024-12-01 11:24:00,28.36,10006,Belgium
536038,PRD1009,WOODEN PHOTO FRAME,6,2024-10-21 10:24:00,81.94,10006,Belgium
536038,PRD1021,WOODEN TOY TRAIN,5,2024-10-21 10:24:00,44.83,10006,Belgium
536039,PRD1003,BLUE GLASS VASE,1,2024-11-23 13:46:00,31.33,10006,Belgium
536040,PRD1001,RED RETRO ALARM CLOCK,11,2024-11-16 14:21:00,9.14,10006,Belgium
536040,PRD1022,LACE DOILY SET,10,2024-11-16 14:21:00,59.01,10006,Belgium
536041,PRD1005,PAPER PARTY BUNTING,8,2024-07-11 11:20:00,25.01,10007,Ireland
536041,PRD1014,RETRO TIN SIGN,6,2024-07-11 11:20:00,5.76,10007,Ireland
536042,PRD1016,PAPER GIFT TAGS SET,2,2024-06-07 10:25:00,19.94,10007,Ireland
536042,PRD1009,WOODEN PHOTO FRAME,6,2024-06-07 10:25:00,54.65,10007,Ireland
536042,PRD1021,WOODEN TOY TRAIN,9,2024-06-07 10:25:00,29.9,10007,Ireland
536042,PRD1023,EMBROIDERED CUSHION,10,2024-06-07 10:25:00,5.67,10007,Ireland
536043,PRD1005,PAPER PARTY BUNTING,8,2024-06-24 12:17:00,25.01,10007,Ireland
536043,PRD1008,KNITTED WOOL SCARF,1,2024-06-24 12:17:00,56.78,10007,Ireland
536044,PRD1014,RETRO TIN SIGN,3,2024-04-25 11:29:00,5.76,10007,Ireland
536045,PRD1012,COTTON TEA TOWEL,11,2024-08-30 13:08:00,48.57,10007,Ireland
536045,PRD1013,CERAMIC PLANT POT,1,2024-08-30 13:08:00,52.47,10007,Ireland
536046,PRD1013,CERAMIC PLANT POT,7,2024-11-01 15:24:00,48.32,10008,United Kingdom
536047,PRD1001,RED RETRO ALARM CLOCK,11,2024-11-30 16:39:00,5.62,10008,United Kingdom
536047,PRD1022,LACE DOILY SET,11,2024-11-30 16:39:00,36.25,10008,United Kingdom
536047,PRD1015,LEATHER KEY FOB,1,2024-11-30 16:39:00,17.42,10008,United Kingdom
536047,PRD1013,CERAMIC PLANT POT,9,2024-11-30 16:39:00,48.32,10008,United Kingdom
536048,PRD1003,BLUE GLASS VASE,4,2024-10-26 09:43:00,19.25,10008,United Kingdom
536048,PRD1004,STRIPED COTTON TOTE,3,2024-10-26 09:43:00,42.44,10008,United Kingdom
536048,PRD1007,SMALL GLASS JAR,6,2024-10-26 09:43:00,32.98,10008,United Kingdom
536049,PRD1000,WHITE CERAMIC MUG,7,2024-08-13 16:18:00,42.56,10008,United Kingdom
536049,PRD1002,VINTAGE WOODEN BOX,3,2024-08-13 16:18:00,22.86,10008,United Kingdom
536049,PRD1003,BLUE GLASS VASE,3,2024-08-13 16:18:00,19.25,10008,United Kingdom
536049,PRD1012,COTTON TEA TOWEL,7,2024-08-13 16:18:00,44.73,10008,United Kingdom
536050,PRD1022,LACE DOILY SET,5,2024-08-13 17:51:00,36.25,10008,United Kingdom
536050,PRD1021,WOODEN TOY TRAIN,10,2024-08-13 17:51:00,27.54,10008,United Kingdom
536051,PRD1021,WOODEN TOY TRAIN,9,2024-08-04 08:16:00,27.54,10008,United Kingdom
536051,PRD1014,RETRO TIN SIGN,9,2024-08-04 08:16:00,5.31,10008,United Kingdom
536051,PRD1005,PAPER PARTY BUNTING,2,2024-08-04 08:16:00,23.03,10008,United Kingdom
536052,PRD1013,CERAMIC PLANT POT,2,2024-03-31 11:49:00,39.24,10009,Portugal
536052,PRD1011,GLASS CANDLE HOLDER,11,2024-03-31 11:49:00,31.87,10009,Portugal
536052,PRD1021,WOODEN TOY TRAIN,10,2024-03-31 11:49:00,22.36,10009,Portugal
536053,PRD1014,RETRO TIN SIGN,10,2024-01-31 15:50:00,4.31,10009,Portugal
536053,PRD1019,SILK SCARF,3,2024-01-31 15:50:00,22.31,10009,Portugal
536053,PRD1022,LACE DOILY SET,6,2024-01-31 15:50:00,29.44,10009,Portugal
536053,PRD1000,WHITE CERAMIC MUG,10,2024-01-31 15:50:00,34.56,10009,Portugal
536053,PRD1012,COTTON TEA TOWEL,2,2024-01-31 15:50:00,36.32,10009,Portugal
536054,PRD1006,METAL WALL CLOCK,3,2024-03-03 12:47:00,30.23,10009,Portugal
536054,PRD1011,GLASS CANDLE HOLDER,4,2024-03-03 12:47:00,31.87,10009,Portugal
536054,PRD1010,TIN STORAGE CANISTER,7,2024-03-03 12:47:00,19.43,10009,Portugal
536054,PRD1007,SMALL GLASS JAR,11,2024-03-03 12:47:00,26.78,10009,Portugal
536054,PRD1000,WHITE CERAMIC MUG,8,2024-03-03 12:47:00,34.56,10009,Portugal
536055,PRD1023,EMBROIDERED CUSHION,10,2024-02-06 11:43:00,4.24,10009,Portugal
536055,PRD1008,KNITTED WOOL SCARF,7,2024-02-06 11:43:00,42.47,10009,Portugal
536056,PRD1018,FELT CHRISTMAS STOCKING,8,2024-11-03 09:51:00,9.7,10010,United Kingdom
536057,PRD1008,KNITTED WOOL SCARF,10,2024-09-24 12:53:00,48.11,10010,United Kingdom
536057,PRD1021,WOODEN TOY TRAIN,8,2024-09-24 12:53:00,25.34,10010,United Kingdom
536057,PRD1002,VINTAGE WOODEN BOX,4,2024-09-24 12:53:00,21.04,10010,United Kingdom
536057,PRD1016,PAPER GIFT TAGS SET,2,2024-09-24 12:53:00,16.9,10010,United Kingdom
536057,PRD1011,GLASS CANDLE HOLDER,1,2024-09-24 12:53:00,36.11,10010,United Kingdom
536058,PRD1019,SILK SCARF,6,2024-09-06 17:50:00,25.27,10010,United Kingdom
536058,PRD1016,PAPER GIFT TAGS SET,1,2024-09-06 17:50:00,16.9,10010,United Kingdom
536058,PRD1002,VINTAGE WOODEN BOX,8,2024-09-06 17:50:00,21.04,10010,United Kingdom
536058,PRD1014,RETRO TIN SIGN,5,2024-09-06 17:50:00,4.88,10010,United Kingdom
536058,PRD1005,PAPER PARTY BUNTING,8,2024-09-06 17:50:00,21.19,10010,United Kingdom
536059,PRD1011,GLASS CANDLE HOLDER,10,2024-10-11 11:04:00,36.11,10010,United Kingdom
536059,PRD1001,RED RETRO ALARM CLOCK,5,2024-10-11 11:04:00,5.17,10010,United Kingdom
536059,PRD1008,KNITTED WOOL SCARF,9,2024-10-11 11:04:00,48.11,10010,United Kingdom
536059,PRD1009,WOODEN PHOTO FRAME,3,2024-10-11 11:04:00,46.31,10010,United Kingdom
536059,PRD1000,WHITE CERAMIC MUG,10,2024-10-11 11:04:00,39.16,10010,United Kingdom
536060,PRD1020,ENAMEL MUG SET,5,2024-09-19 15:28:00,33.23,10010,United Kingdom
536060,PRD1018,FELT CHRISTMAS STOCKING,8,2024-09-19 15:28:00,9.7,10010,United Kingdom
536060,PRD1014,RETRO TIN SIGN,10,2024-09-19 15:28:00,4.88,10010,United Kingdom
536060,PRD1007,SMALL GLASS JAR,4,2024-09-19 15:28:00,30.34,10010,United Kingdom
536060,PRD1001,RED RETRO ALARM CLOCK,1,2024-09-19 15:28:00,5.17,10010,United Kingdom
536061,PRD1018,FELT CHRISTMAS STOCKING,6,2024-09-16 11:22:00,9.7,10010,United Kingdom
536061,PRD1011,GLASS CANDLE HOLDER,3,2024-09-16 11:22:00,36.11,10010,United Kingdom
536061,PRD1019,SILK SCARF,8,2024-09-16 11:22:00,25.27,10010,United Kingdom
536062,PRD1004,STRIPED COTTON TOTE,7,2024-11-23 08:15:00,39.05,10010,United Kingdom
536062,PRD1003,BLUE GLASS VASE,11,2024-11-23 08:15:00,17.71,10010,United Kingdom
536062,PRD1001,RED RETRO ALARM CLOCK,2,2024-11-23 08:15:00,5.17,10010,United Kingdom
536063,PRD1015,LEATHER KEY FOB,8,2024-11-15 08:02:00,16.03,10010,United Kingdom
536063,PRD1004,STRIPED COTTON TOTE,3,2024-11-15 08:02:00,39.05,10010,United Kingdom
536063,PRD1005,PAPER PARTY BUNTING,1,2024-11-15 08:02:00,21.19,10010,United Kingdom
536064,PRD1006,METAL WALL CLOCK,4,2024-10-12 09:37:00,34.25,10010,United Kingdom
536064,PRD1014,RETRO TIN SIGN,9,2024-10-12 09:37:00,4.88,10010,United Kingdom
536064,PRD1016,PAPER GIFT TAGS SET,9,2024-10-12 09:37:00,16.9,10010,United Kingdom
536065,PRD1002,VINTAGE WOODEN BOX,9,2024-08-09 08:48:00,21.04,10010,United Kingdom
536065,PRD1010,TIN STORAGE CANISTER,4,2024-08-09 08:48:00,22.01,10010,United Kingdom
536065,PRD1011,GLASS CANDLE HOLDER,10,2024-08-09 08:48:00,36.11,10010,United Kingdom
536065,PRD1021,WOODEN TOY TRAIN,3,2024-08-09 08:48:00,25.34,10010,United Kingdom
536066,PRD1002,VINTAGE WOODEN BOX,6,2024-05-12 13:12:00,13.75,10011,United Kingdom
536066,PRD1011,GLASS CANDLE HOLDER,1,2024-05-12 13:12:00,23.61,10011,United Kingdom
536066,PRD1013,CERAMIC PLANT POT,9,2024-05-12 13:12:00,29.07,10011,United Kingdom
536066,PRD1003,BLUE GLASS VASE,3,2024-05-12 13:12:00,11.58,10011,United Kingdom
536066,PRD1015,LEATHER KEY FOB,9,2024-05-12 13:12:00,10.48,10011,United Kingdom
536067,PRD1019,SILK SCARF,7,2024-03-24 10:40:00,16.52,10011,United Kingdom
536067,PRD1008,KNITTED WOOL SCARF,7,2024-03-24 10:40:00,31.46,10011,United Kingdom
536068,PRD1023,EMBROIDERED CUSHION,5,2024-08-31 16:52:00,7.22,10012,United Kingdom
536068,PRD1004,STRIPED COTTON TOTE,9,2024-08-31 16:52:00,58.66,10012,United Kingdom
536068,PRD1012,COTTON TEA TOWEL,8,2024-08-31 16:52:00,61.82,10012,United Kingdom
536068,PRD1020,ENAMEL MUG SET,1,2024-08-31 16:52:00,49.93,10012,United Kingdom
536068,PRD1022,LACE DOILY SET,11,2024-08-31 16:52:00,50.11,10012,United Kingdom
536069,PRD1022,LACE DOILY SET,11,2024-06-13 13:04:00,50.11,10012,United Kingdom
536069,PRD1012,COTTON TEA TOWEL,2,2024-06-13 13:04:00,61.82,10012,United Kingdom
536069,PRD1001,RED RETRO ALARM CLOCK,8,2024-06-13 13:04:00,7.76,10012,United Kingdom
536070,PRD1006,METAL WALL CLOCK,4,2024-05-18 15:36:00,51.46,10012,United Kingdom
536070,PRD1017,HANGING DECORATION,10,2024-05-18 15:36:00,33.56,10012,United Kingdom
536070,PRD1000,WHITE CERAMIC MUG,6,2024-05-18 15:36:00,58.83,10012,United Kingdom
536070,PRD1005,PAPER PARTY BUNTING,7,2024-05-18 15:36:00,31.83,10012,United Kingdom
536070,PRD1016,PAPER GIFT TAGS SET,7,2024-05-18 15:36:00,25.38,10012,United Kingdom
536071,PRD1003,BLUE GLASS VASE,6,2024-08-23 15:52:00,26.6,10012,United Kingdom
536071,PRD1011,GLASS CANDLE HOLDER,9,2024-08-23 15:52:00,54.25,10012,United Kingdom
536071,PRD1017,HANGING DECORATION,4,2024-08-23 15:52:00,33.56,10012,United Kingdom
536071,PRD1009,WOODEN PHOTO FRAME,3,2024-08-23 15:52:00,69.57,10012,United Kingdom
536072,PRD1007,SMALL GLASS JAR,5,2024-07-24 09:43:00,45.58,10012,United Kingdom
536073,PRD1020,ENAMEL MUG SET,10,2024-06-05 10:18:00,49.93,10012,United Kingdom
536074,PRD1022,LACE DOILY SET,10,2024-06-05 16:08:00,50.11,10012,United Kingdom
536074,PRD1020,ENAMEL MUG SET,10,2024-06-05 16:08:00,49.93,10012,United Kingdom
536074,PRD1019,SILK SCARF,5,2024-06-05 16:08:00,37.97,10012,United Kingdom
536074,PRD1002,VINTAGE WOODEN BOX,10,2024-06-05 16:08:00,31.6,10012,United Kingdom
536074,PRD1014,RETRO TIN SIGN,9,2024-06-05 16:08:00,7.34,10012,United Kingdom
536075,PRD1003,BLUE GLASS VASE,10,2024-02-10 15:47:00,9.16,10013,Spain
536075,PRD1018,FELT CHRISTMAS STOCKING,6,2024-02-10 15:47:00,5.02,10013,Spain
536075,PRD1009,WOODEN PHOTO FRAME,7,2024-02-10 15:47:00,23.94,10013,Spain
536076,PRD1008,KNITTED WOOL SCARF,5,2024-02-23 13:21:00,24.88,10013,Spain
536077,PRD1016,PAPER GIFT TAGS SET,10,2024-02-13 09:45:00,12.43,10014,United Kingdom
536077,PRD1012,COTTON TEA TOWEL,5,2024-02-13 09:45:00,30.27,10014,United Kingdom
536078,PRD1017,HANGING DECORATION,4,2024-02-21 14:01:00,16.43,10014,United Kingdom
536078,PRD1013,CERAMIC PLANT POT,9,2024-02-21 14:01:00,32.7,10014,United Kingdom
536078,PRD1010,TIN STORAGE CANISTER,7,2024-02-21 14:01:00,16.19,10014,United Kingdom
536078,PRD1015,LEATHER KEY FOB,5,2024-02-21 14:01:00,11.79,10014,United Kingdom
536079,PRD1012,COTTON TEA TOWEL,5,2024-04-19 13:48:00,30.27,10014,United Kingdom
536079,PRD1008,KNITTED WOOL SCARF,6,2024-04-19 13:48:00,35.39,10014,United Kingdom
536079,PRD1019,SILK SCARF,1,2024-04-19 13:48:00,18.59,10014,United Kingdom
536079,PRD1014,RETRO TIN SIGN,1,2024-04-19 13:48:00,3.59,10014,United Kingdom
536080,PRD1012,COTTON TEA TOWEL,1,2024-02-14 16:04:00,30.27,10014,United Kingdom
536080,PRD1018,FELT CHRISTMAS STOCKING,1,2024-02-14 16:04:00,7.14,10014,United Kingdom
536080,PRD1003,BLUE GLASS VASE,9,2024-02-14 16:04:00,13.02,10014,United Kingdom
536080,PRD1016,PAPER GIFT TAGS SET,9,2024-02-14 16:04:00,12.43,10014,United Kingdom
536081,PRD1009,WOODEN PHOTO FRAME,1,2024-11-17 15:56:00,54.8,10015,Germany
536082,PRD1002,VINTAGE WOODEN BOX,4,2024-11-24 11:05:00,24.89,10015,Germany
536082,PRD1010,TIN STORAGE CANISTER,10,2024-11-24 11:05:00,26.04,10015,Germany
536083,PRD1017,HANGING DECORATION,9,2024-11-08 15:08:00,26.43,10015,Germany
536083,PRD1000,WHITE CERAMIC MUG,10,2024-11-08 15:08:00,46.34,10015,Germany
536083,PRD1012,COTTON TEA TOWEL,6,2024-11-08 15:08:00,48.69,10015,Germany
536084,PRD1012,COTTON TEA TOWEL,6,2024-08-09 10:32:00,48.69,10015,Germany
536084,PRD1023,EMBROIDERED CUSHION,10,2024-08-09 10:32:00,5.69,10015,Germany
536084,PRD1005,PAPER PARTY BUNTING,9,2024-08-09 10:32:00,25.07,10015,Germany
536084,PRD1017,HANGING DECORATION,10,2024-08-09 10:32:00,26.43,10015,Germany
536084,PRD1018,FELT CHRISTMAS STOCKING,6,2024-08-09 10:32:00,11.48,10015,Germany
536085,PRD1021,WOODEN TOY TRAIN,3,2024-11-24 09:31:00,29.98,10015,Germany
536086,PRD1013,CERAMIC PLANT POT,6,2024-09-06 12:59:00,52.61,10015,Germany
536086,PRD1002,VINTAGE WOODEN BOX,7,2024-09-06 12:59:00,24.89,10015,Germany
536087,PRD1019,SILK SCARF,4,2024-11-07 17:39:00,29.91,10015,Germany
536087,PRD1000,WHITE CERAMIC MUG,1,2024-11-07 17:39:00,46.34,10015,Germany
536088,PRD1014,RETRO TIN SIGN,4,2024-08-06 11:58:00,5.78,10015,Germany
536088,PRD1007,SMALL GLASS JAR,7,2024-08-06 11:58:00,35.9,10015,Germany
536089,PRD1014,RETRO TIN SIGN,3,2024-08-04 12:52:00,5.58,10016,United Kingdom
536090,PRD1003,BLUE GLASS VASE,10,2024-11-06 17:16:00,20.23,10016,United Kingdom
536090,PRD1007,SMALL GLASS JAR,8,2024-11-06 17:16:00,34.67,10016,United Kingdom
536090,PRD1012,COTTON TEA TOWEL,10,2024-11-06 17:16:00,47.02,10016,United Kingdom
536091,PRD1007,SMALL GLASS JAR,6,2024-09-27 12:10:00,34.67,10016,United Kingdom
536092,PRD1005,PAPER PARTY BUNTING,5,2024-10-05 15:38:00,24.21,10016,United Kingdom
536092,PRD1011,GLASS CANDLE HOLDER,8,2024-10-05 15:38:00,41.27,10016,United Kingdom
536092,PRD1010,TIN STORAGE CANISTER,9,2024-10-05 15:38:00,25.15,10016,United Kingdom
536092,PRD1014,RETRO TIN SIGN,2,2024-10-05 15:38:00,5.58,10016,United Kingdom
536093,PRD1022,LACE DOILY SET,3,2024-10-12 13:24:00,38.11,10016,United Kingdom
536093,PRD1011,GLASS CANDLE HOLDER,11,2024-10-12 13:24:00,41.27,10016,United Kingdom
536094,PRD1000,WHITE CERAMIC MUG,1,2024-08-07 10:46:00,44.74,10016,United Kingdom
536095,PRD1014,RETRO TIN SIGN,6,2023-12-11 10:47:00,2.64,10017,Belgium
536095,PRD1013,CERAMIC PLANT POT,10,2023-12-11 10:47:00,24.0,10017,Belgium
536095,PRD1012,COTTON TEA TOWEL,5,2023-12-11 10:47:00,22.22,10017,Belgium
536096,PRD1001,RED RETRO ALARM CLOCK,2,2024-01-07 11:27:00,2.79,10017,Belgium
536096,PRD1018,FELT CHRISTMAS STOCKING,3,2024-01-07 11:27:00,5.24,10017,Belgium
536096,PRD1012,COTTON TEA TOWEL,8,2024-01-07 11:27:00,22.22,10017,Belgium
536096,PRD1016,PAPER GIFT TAGS SET,9,2024-01-07 11:27:00,9.12,10017,Belgium
536097,PRD1011,GLASS CANDLE HOLDER,3,2024-07-19 16:51:00,58.01,10018,United Kingdom
536097,PRD1013,CERAMIC PLANT POT,11,2024-07-19 16:51:00,71.42,10018,United Kingdom
536097,PRD1003,BLUE GLASS VASE,6,2024-07-19 16:51:00,28.44,10018,United Kingdom
